net,refdes,pin,side,x,y,value,part_number
VCC3P3_SX_TBTB_L,U5501,B1,T,872,2789,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
VCC3P3_SX_TBTB_R,FL5501,2,T,844,2831,1UH_LQM18PN1R0MFHD_20%,MURAT_LQM18PN1R0MFHD_2P
VCC3P3_SX_TBTB_R,R5502,2,T,853,2877,0_0402_SP,R0402_SHORT
VCC3P3_SX_TBTB_R,TB_TP874,1,T,783,2806,,
VCC3P3_SX_TBTC,C5547,2,T,892,3601,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3P3_SX_TBTC,C5548,2,T,892,3551,22U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3P3_SX_TBTC,C5709,2,T,879,3836,2.2U_6.3V_M_X5R_0402,C0402_21P654_CA
VCC3P3_SX_TBTC,C5722,2,T,892,3651,47U_6.3V_M_X5R_0603,C0603_39P370_DC
VCC3P3_SX_TBTC,C5724,2,T,860,3614,2.2U_6.3V_M_X5R_0402,C0402_21P654_CA
VCC3P3_SX_TBTC,R5611,2,B,894,3996,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTC,R5612,2,B,931,4067,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTC,R5613,2,B,982,3997,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTC,R5629,2,T,981,3996,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTC,R5632,2,B,741,4061,1/20W_10K_5%_0201,R0201_11P811
VCC3P3_SX_TBTC,R5701,1,T,855,3681,0_0402_SP,R0402_SHORT
VCC3P3_SX_TBTC,R5702,1,T,857,3557,0_0402_SP,R0402_SHORT
VCC3P3_SX_TBTC,TB_TP1389,1,B,749,4105,,
VCC3P3_SX_TBTC,UBB2,E6,B,864,3830,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_SX_TBTC,UBB2,M4,B,909,3705,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_SX_TBTC,UBB2,M5,B,891,3705,JHL8040RSLMN7A1_BGA105,JHL8040RSLMN7A1_BGA_105P
VCC3P3_SX_TBTC_L,FL5701,1,T,905,3458,1UH_LQM18PN1R0MFHD_20%,MURAT_LQM18PN1R0MFHD_2P
VCC3P3_SX_TBTC_L,TB_TP852,1,T,797,3515,,
VCC3P3_SX_TBTC_L,U5701,A1,T,865,3474,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
VCC3P3_SX_TBTC_L,U5701,B1,T,845,3474,TPS22971YZPT_DSBGA8,TPS22971YZPT_DSBGA8P
VCC3P3_SX_TBTC_R,FL5701,2,T,905,3509,1UH_LQM18PN1R0MFHD_20%,MURAT_LQM18PN1R0MFHD_2P
VCC3P3_SX_TBTC_R,R5702,2,T,857,3521,0_0402_SP,R0402_SHORT
VCC3P3_SX_TBTC_R,TB_TP858,1,T,955,3504,,
VCC3P_DRV,C9407,2,T,1666,3123,0.1U_25V_K_X5R_0201,C0201_12P992_BA
VCC3P_DRV,D9402,1,T,1689,3152,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
VCC3P_DRV,R9402,1,T,1664,3164,1/20W_100_5%_0201,R0201_11P811
VCC3P_DRV,R9403,2,T,1688,3123,1/20W_47K_5%_0201,R0201_11P811
VCC3P_DRV,TB_TP467,1,T,1764,3176,,
VCC3P_DRV,UTE1,39,T,3301,2019,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
VCC3SW,C5108,2,T,3155,2224,1U_6.3V_M_X5R_0201,C0201_13P780_BB-Y_CS20
VCC3SW,C5112,2,T,3155,2202,1U_6.3V_M_X5R_0201,C0201_13P780_BB-Y_CS20
VCC3SW,C9504,2,T,8296,4965,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3SW,D2302,2,T,8389,920,RB520CM-30T2R_VMN2M2,RB520CM-30T2R_VMN2M2
VCC3SW,JCAM1,8,B,8311,4955,I-PEX_20654-030E-01,I-PEX_20654-030E-01_30P
VCC3SW,PR0214,2,B,3255,1108,1/20W_100K_5%_0201,R0201_11P811
VCC3SW,PR0215,2,B,3232,1109,1/20W_100K_5%_0201,R0201_11P811
VCC3SW,R1541,2,T,1637,1743,1/20W_10K_5%_0201,R0201_11P811
VCC3SW,R5001,1,T,3125,1729,1/20W_47K_5%_0201,R0201_11P811
VCC3SW,R5006,2,T,3065,1729,1/20W_4.7K_5%_0201,R0201_11P811
VCC3SW,R5019,2,T,2955,1832,1/20W_1M_5%_0201,R0201_11P811
VCC3SW,R5109,2,T,2990,2222,1/20W_33K_5%_0201,R0201_11P811-Y_CS20
VCC3SW,R5111,2,T,3069,2221,1/20W_33K_5%_0201,R0201_11P811-Y_CS20
VCC3SW,R6206,2,T,558,3650,1/20W_100K_5%_0201,R0201_11P811
VCC3SW,R8035,2,T,1744,1738,1/20W_20K_5%_0201,R0201_11P811
VCC3SW,R8051,2,T,1584,1805,1/20W_100K_5%_0201,R0201_11P811
VCC3SW,R8221,1,T,1745,1779,1/20W_100K_5%_0201,R0201_11P811
VCC3SW,R8229,1,T,1865,2343,1/16W_0_5%_0402,R0402_15P748
VCC3SW,R9506,2,T,3205,5224,1/20W_100K_5%_0201,R0201_11P811
VCC3SW,TB_TP981,1,T,8389,998,,
VCC3SW,UTE1,47,T,3207,2097,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
VCC3_CORE,PC0934,1,B,4892,4920,1U_25V_K_X5R_0402,C0402_23P622_CB
VCC3_CORE,PR0908,2,B,4925,4921,0_0402_SP,R0402_SHORT
VCC3_CORE,PU0903,20,B,4810,4956,MP86941-CGQVT-C669-Z_TQFN21_3X5,MP86941-CGQVT-C669-Z_TQFN21_3X5
VCC3_CORE,TB_TP607,1,B,4856,4933,,
VCC3_FPR,C4611,2,T,10217,4872,2.2U_6.3V_K_X5R_0402,C0402_21P654_CA
VCC3_FPR,F4601,2,B,10281,4944,0.5A_32V_ERBRD0R50X,F_ERBRD0R50X
VCC3_FPR,TB_TP385,1,B,10274,4883,,
VCC3_FPR,U4601,1,T,10179,4872,TPS70933DRVR_WSON6_2X2,TPS70933DRVR_WSON6_2X2
VCC3_FPR_C,F4601,1,B,10281,4984,0.5A_32V_ERBRD0R50X,F_ERBRD0R50X
VCC3_FPR_C,JFPR1,10,B,10267,5039,HIGHSTAR_FC5AF101-2933-1H,HIGHSTAR_FC5AF101-2933-1H_10P
VCC3_FPR_C,R4617,1,B,10237,4940,1/20W_100K_5%_0201,R0201_11P811
VCC3_FPR_C,TB_TP384,1,B,10324,4990,,
VCC3_LDO_PD,C5906,2,T,1439,3961,10U_6.3V_M_X5R_0402,C0402_27P559_CD
VCC3_LDO_PD,C6101,2,T,1032,4087,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_LDO_PD,C6207,2,T,1277,3479,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_LDO_PD,R5903,1,T,1390,3987,1/20W_200K_1%_0201,R0201_11P811
VCC3_LDO_PD,R5905,2,T,1471,3987,1/20W_0_5%_0201,R0201_11P811
VCC3_LDO_PD,R5907,2,T,1352,3681,1/20W_2.2K_5%_0201,R0201_11P811
VCC3_LDO_PD,R5908,2,T,1351,3636,1/20W_2.2K_5%_0201,R0201_11P811
VCC3_LDO_PD,R5909,2,T,1351,3710,1/20W_10K_5%_0201,R0201_11P811
VCC3_LDO_PD,R6101,2,T,1004,4110,1/20W_10K_5%_0201,R0201_11P811
VCC3_LDO_PD,R6203,2,T,1275,3453,1/20W_10K_5%_0201,R0201_11P811
VCC3_LDO_PD,TB_TP1076,1,T,1232,3906,,
VCC3_LDO_PD,TB_TP1077,1,T,1024,4225,,
VCC3_LDO_PD,U5901,34,T,1496,3887,SN2011061RSLR_VQFN48_6X6,SN2011061RSLR_VQFN48_6X6
VCC3_LDO_PD,U6102,C4,T,1078,4085,SN1904020YBFR_DSBGA16,SN1904020YBFR_DSBGA_16P
VCC3_LDO_PD,U6202,C4,T,1336,3479,SN1904020YBFR_DSBGA16,SN1904020YBFR_DSBGA_16P
VCC3_PD,C5901,2,T,1522,4036,10U_6.3V_M_X5R_0402,C0402_27P559_CD
VCC3_PD,PC0525,2,T,1639,4092,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_PD,PR0509,2,T,1602,4079,0_0603_SP,R0603_SHORT
VCC3_PD,PU0502,A1,T,1667,4078,TCK107AG_WCSP4D4,TCK107AG_WCSP4D_4P
VCC3_PD,R5915,2,T,1529,3996,0_0402_SP,R0402_SHORT
VCC3_PD,TB_TP1257,1,T,1533,4083,,
VCC3_SSD,C7009,1,T,1856,1400,0.1U_25V_K_X5R_0201,C0201_12P992_BA
VCC3_SSD,C7010,2,T,1406,1498,10U_6.3V_M_X5R_0402,C0402_27P559_CD
VCC3_SSD,C7011,2,T,1332,1451,0.01U_6.3V_K_X7R_0201,C0201_12P992_BA
VCC3_SSD,C7012,2,T,1358,1449,2200P_25V_K_X7R_0201,C0201_12P992_BA
VCC3_SSD,JSSD1,2,B,1221,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,4,B,1240,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,12,B,1319,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,14,B,1339,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,16,B,1358,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,18,B,1378,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,70,B,1890,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,72,B,1910,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,JSSD1,74,B,1929,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
VCC3_SSD,PR2404,2,T,1281,1535,1/2W 0.01 +-1% 0603_LE 350PPM/C,R0603_LE_19P685
VCC3_SSD,PR2405,2,T,1364,1539,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3_SSD,TB_TP1212,1,T,1417,1436,,
VCC3_SUS,C2103,2,B,6294,2495,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS,C9508,2,T,2718,4398,2.2U_6.3V_K_X5R_0402,C0402_21P654_CA
VCC3_SUS,C9512,1,T,8860,4771,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS,C9514,1,T,8940,4929,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS,F9507,2,B,8317,4805,0.5A_32V_ERBRD0R50X,F_ERBRD0R50X
VCC3_SUS,J2101,1,B,6547,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
VCC3_SUS,PR0702,1,T,5758,5230,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,PR1203,1,B,2883,4606,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,PR1206,1,B,2905,4606,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,PR1215,1,B,3091,4580,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,PR1525,2,B,7260,1742,1/20W_10K_1%_0201,R0201_11P811
VCC3_SUS,PR2003,2,T,1781,2736,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3_SUS,PR2101,1,B,6255,4172,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,PR2102,1,B,6277,4172,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,PR2409,2,T,3150,1729,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,PR2410,2,T,3412,1750,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R0504,1,T,8098,3611,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R0505,1,B,6220,2400,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R0813,2,T,5918,3496,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R0816,2,T,5952,3010,1/20W_1K_5%_0201,R0201_11P811
VCC3_SUS,R0817,2,T,5952,3033,1/20W_1K_5%_0201,R0201_11P811
VCC3_SUS,R0818,2,T,5952,3085,1/20W_1K_5%_0201,R0201_11P811
VCC3_SUS,R0901,2,B,5706,2533,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,R0902,2,B,6412,3118,1/20W_4.7K_5%_0201,R0201_11P811
VCC3_SUS,R0903,2,B,5680,2534,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,R0904,2,T,5889,3165,1/20W_1K_5%_0201,R0201_11P811
VCC3_SUS,R0919,2,T,5889,3188,1/20W_2.2K_5%_0201,R0201_11P811
VCC3_SUS,R0920,2,T,5889,3211,1/20W_2.2K_5%_0201,R0201_11P811
VCC3_SUS,R0921,2,T,5874,3506,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,R0922,2,T,5887,3116,1/20W_499_1%_0201,R0201_11P811
VCC3_SUS,R0923,2,T,5887,3140,1/20W_499_1%_0201,R0201_11P811
VCC3_SUS,R0924,2,B,6034,3422,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,R1012,2,B,6200,3360,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R1510,2,B,6268,2743,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R1512,2,T,3695,1723,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R1809,1,B,6299,3895,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3_SUS,R1810,1,B,6274,2688,1/5W_0.01_1%_0402,R0402_15P748
VCC3_SUS,R3529,2,T,8171,3762,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R3530,2,T,8185,3863,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R3539,1,B,8395,3864,1/20W_0_5%_0201,R0201_11P811
VCC3_SUS,R4007,2,B,8137,3838,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R4008,2,B,8143,3907,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R7221,1,T,6415,4173,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3_SUS,R7421,2,T,2846,3553,1/20W_1K_5%_0201,R0201_11P811
VCC3_SUS,R8242,2,T,1721,1599,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS,R9801,1,T,6860,3253,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3_SUS,R99240,2,T,5582,3007,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,R99241,2,T,5534,2966,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS,TB_TP1305,1,T,6137,3133,,
VCC3_SUS,TB_TP1306,1,T,6154,3509,,
VCC3_SUS,TB_TP1307,1,B,6350,4003,,
VCC3_SUS,TB_TP1308,1,T,6359,3999,,
VCC3_SUS,TB_TP1309,1,T,8856,4691,,
VCC3_SUS,TP2118,1,B,6271,3983,Test_Point_12MIL,TPC12
VCC3_SUS,U3201,5,B,6667,3304,MC74VHC1G09DFT2G_SC70-5,MC74VHC1G09DFT2G_SC70-5
VCC3_SUS,U3503,5,B,8363,3872,NL17SZ08DFT2G_SC70-5,NL17SZ08DFT2G_SC70-5
VCC3_SUS,U3504,5,B,8146,3661,NL17SZ08DFT2G_SC70-5,NL17SZ08DFT2G_SC70-5
VCC3_SUS,U9502,2,T,8858,4807,2N7001TDCKR_SC70-5,2N7001TDCKR_SC70-5
VCC3_SUS,U9503,5,T,8941,4895,2N7001TDCKR_SC70-5,2N7001TDCKR_SC70-5
VCC3_SUS_PWRGD,PD2001,2,T,1633,2580,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
VCC3_SUS_PWRGD,PD2108,1,B,6326,4217,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
VCC3_SUS_PWRGD,PR0701,1,T,5785,5236,0_0402_SP,R0402_SHORT
VCC3_SUS_PWRGD,PR2004,1,T,1745,2623,1/20W_10K_1%_0201,R0201_11P811
VCC3_SUS_PWRGD,PU2001,7,T,1706,2642,TPS22954DSQR_WSON10_2X2,TPS22954DSQR_WSON10_2X2
VCC3_SUS_PWRGD,TB_TP1006,1,T,1863,2594,,
VCC3_SUS_TPM,C9801,2,T,7102,3049,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS_TPM,C9802,2,T,7113,2904,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS_TPM,C9803,2,T,6821,2933,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS_TPM,C9804,2,T,6915,3152,10U_6.3V_M_X5R_0402,C0402_27P559_CD
VCC3_SUS_TPM,R9801,2,T,6860,3228,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3_SUS_TPM,R9802,2,T,6798,2982,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS_TPM,TB_TP789,1,B,6779,2994,,
VCC3_SUS_TPM,U9801,1,T,7048,2904,NPCT760LAAYX_QFN32_5X5,NPCT750LABYX_QFN32_5X5
VCC3_SUS_TPM,U9801,8,T,7048,3042,NPCT760LAAYX_QFN32_5X5,NPCT750LABYX_QFN32_5X5
VCC3_SUS_TPM,U9801,14,T,6925,3066,NPCT760LAAYX_QFN32_5X5,NPCT750LABYX_QFN32_5X5
VCC3_SUS_TPM,U9801,22,T,6863,2944,NPCT760LAAYX_QFN32_5X5,NPCT750LABYX_QFN32_5X5
VCC3_SUS_WLAN,C7201,2,T,5936,4915,0.01U_6.3V_K_X7R_0201,C0201_12P992_BA
VCC3_SUS_WLAN,C7202,2,T,6397,4889,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS_WLAN,C7203,2,T,6439,4948,10U_6.3V_M_X5R_0402,C0402_27P559_CD
VCC3_SUS_WLAN,C7204,2,T,6455,4918,0.01U_6.3V_K_X7R_0201,C0201_12P992_BA
VCC3_SUS_WLAN,C7205,2,T,5958,4915,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC3_SUS_WLAN,C7206,2,T,6009,4908,10U_6.3V_M_X5R_0402,C0402_27P559_CD
VCC3_SUS_WLAN,C7209,1,T,6021,4781,10P_25V_G_NPO_0201,C0201_12P992_BA
VCC3_SUS_WLAN,C7210,1,T,6397,4868,10P_25V_G_NPO_0201,C0201_12P992_BA
VCC3_SUS_WLAN,C7211,1,T,6021,4803,10P_25V_G_NPO_0201,C0201_12P992_BA
VCC3_SUS_WLAN,C7212,1,T,5980,4914,10P_25V_G_NPO_0201,C0201_12P992_BA
VCC3_SUS_WLAN,R6602,1,B,5859,4620,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS_WLAN,R7203,2,B,6296,4304,1/16W_10K_5%_0402,R0402_15P748
VCC3_SUS_WLAN,R7204,2,B,6324,4320,1/20W_100K_5%_0201,R0201_11P811
VCC3_SUS_WLAN,R7221,2,T,6415,4197,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC3_SUS_WLAN,R7241,1,B,6372,4252,1/20W_10K_5%_0201,R0201_11P811
VCC3_SUS_WLAN,TB_TP801,1,B,6336,4291,,
VCC3_SUS_WLAN,UWLAN1,4,B,6402,4961,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
VCC3_SUS_WLAN,UWLAN1,5,B,6402,4941,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
VCC3_SUS_WLAN,UWLAN1,72,B,5949,4941,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
VCC3_SUS_WLAN,UWLAN1,73,B,5949,4961,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
VCC3_SUS_WLAN,UWLAN1,A48,B,6018,4823,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
VCC3_SUS_WLAN,UWLAN1,A49,B,6018,4843,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
VCC3_SUS_WLAN,UWLAN2A,4,B,6396,4961,8501-602200-01_LGA76,8501-602200-01_LGA_76P
VCC3_SUS_WLAN,UWLAN2A,5,B,6396,4941,8501-602200-01_LGA76,8501-602200-01_LGA_76P
VCC3_SUS_WLAN,UWLAN2A,72,B,5955,4941,8501-602200-01_LGA76,8501-602200-01_LGA_76P
VCC3_SUS_WLAN,UWLAN2A,73,B,5955,4961,8501-602200-01_LGA76,8501-602200-01_LGA_76P
VCC3_TOUCHPANEL,C9408,2,B,3494,5188,0.1U_25V_K_X5R_0201,C0201_12P992_BA
VCC3_TOUCHPANEL,F9403,2,T,3469,5154,0.5A_32V_ERBRD0R50X,F_ERBRD0R50X
VCC3_TOUCHPANEL,PR2401,1,T,1456,2889,0_0402_SP,R0402_SHORT
VCC3_TOUCHPANEL,R9404,2,T,3307,5362,1/20W_100K_5%_0201,R0201_11P811
VCC3_TOUCHPANEL,R9813,2,T,3284,5362,1/20W_10K_5%_0201,R0201_11P811
VCC3_TOUCHPANEL,R9814,2,T,3248,5336,1/20W_10K_5%_0201,R0201_11P811
VCC3_TOUCHPANEL,R9815,2,T,3180,5336,1/20W_10K_5%_0201,R0201_11P811
VCC3_TOUCHPANEL,R99253,2,B,3139,5283,1/20W_10K_5%_0201,R0201_11P811
VCC3_TOUCHPANEL,TB_TP1196,1,T,3533,5118,,
VCC3_TOUCHPANEL_DRV,PC2401,1,T,1529,2961,0.047U_25V_K_X7R_0402,C0402_21P654_CA
VCC3_TOUCHPANEL_DRV,PD2405,1,T,1485,2961,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
VCC3_TOUCHPANEL_DRV,PR2403,1,T,1529,2932,1/20W_100_5%_0201,R0201_11P811
VCC3_TOUCHPANEL_DRV,TB_TP1119,1,T,3075,3397,,
VCC3_TOUCHPANEL_DRV,UTE1,41,T,3301,2051,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
VCC3_TOUCHPANEL_F,F9403,1,T,3469,5194,0.5A_32V_ERBRD0R50X,F_ERBRD0R50X
VCC3_TOUCHPANEL_F,JLCD1,40,B,3291,5352,I-PEX_20654-040E-01,I-PEX_20654-040E-01_40P
VCC3_TOUCHPANEL_F,TB_TP107,1,B,3398,5264,,
VCC3_TOUCHPANEL_ON,PD2401,2,T,3220,1757,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
VCC3_TOUCHPANEL_ON,PD2402,2,T,3180,1752,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
VCC3_TOUCHPANEL_ON,PR2409,1,T,3150,1752,1/20W_10K_5%_0201,R0201_11P811
VCC3_TOUCHPANEL_ON,TB_TP995,1,T,3262,1746,,
VCC3_TOUCHPANEL_ON,UTE1,23,T,3192,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
VCC5B,C5311,2,T,1179,2653,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC5B,C8324,1,B,989,722,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC5B,F4701,2,B,6990,1560,2A_32V_ERBRD2R00X,F_ERBRD2R00X
VCC5B,F9302,2,T,1608,1003,0.5A_32V_ERBRD0R50X,F_ERBRD0R50X
VCC5B,F9504,1,T,3611,3002,1A_32V_ERBRD1R00X,F_ERBRD1R00X
VCC5B,PR2304,2,T,1161,1813,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC5B,R3107,2,T,9743,4997,1/20W_10K_1%_0201,R0201_11P811
VCC5B,R5106,1,T,3309,1753,1/20W_100_5%_0201,R0201_11P811-Y_CS20
VCC5B,R5330,1,T,1193,2608,0_0201_SP,R0201_SHORT
VCC5B,R8305,1,T,1252,843,0_0402_SP,R0402_SHORT
VCC5B,R8307,1,B,922,727,0_0402_SP,R0402_SHORT
VCC5B,TB_TP1318,1,B,8269,1436,,
VCC5B,U5302,6,T,1116,2635,TPS2553DRVR_SON6_2X2,TPS2553DRVR_SON6_2X2
VCC5BA,C8325,1,B,906,838,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC5BA,C8326,1,B,914,809,4.7U_6.3V_M_X5R_0402,C0402_25P591_CC
VCC5BA,R8303,2,T,802,854,1/20W_10K_5%_0201,R0201_11P811
VCC5BA,R8307,2,B,922,763,0_0402_SP,R0402_SHORT
VCC5BA,TB_TP476,1,B,997,846,,
VCC5BA,U8301,40,T,1024,869,ALC3287-CG_MQFN48_6X6,ALC3287-CG_MQFN48_6X6
VCC5B_CODEC,C8305,1,T,1160,803,10U_6.3V_M_X5R_0402,C0402_27P559_CD
VCC5B_CODEC,C8306,1,T,966,774,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC5B_CODEC,C8308,1,T,1190,790,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
VCC5B_CODEC,R8305,2,T,1252,807,0_0402_SP,R0402_SHORT
VCC5B_CODEC,TB_TP600,1,T,1058,723,,
VCC5B_CODEC,U8301,41,T,1039,869,ALC3287-CG_MQFN48_6X6,ALC3287-CG_MQFN48_6X6
VCC5B_CODEC,U8301,46,T,1118,869,ALC3287-CG_MQFN48_6X6,ALC3287-CG_MQFN48_6X6
VCC5B_DRV,PC2302,1,T,1105,1673,0.047U_25V_K_X7R_0402,C0402_21P654_CA
VCC5B_DRV,PD2302,1,T,1135,1721,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
VCC5B_DRV,PR2306,1,T,1105,1705,1/20W_100_5%_0201,R0201_11P811
VCC5B_DRV,TB_TP1020,1,T,1149,1679,,
VCC5B_DRV,UTE1,33,T,3301,1925,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
VCC5B_F,F9307,1,B,7647,1087,1A_32V_ERBRD1R00X,F_ERBRD1R00X
VCC5B_F,JSC1,1,B,7648,1043,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
VCC5B_F,JSC1,14,B,7392,1043,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
VCC5B_F,TB_TP585,1,T,7652,1092,,
VCC5B_F4,JFAN1,1,B,6913,1433,HIGHS_WS83050-S0171-HF,HIGHS_WS83050-S0171-HF_5P-T
VCC5B_F4,R4701,1,B,6882,1560,0_0402_SP,R0402_SHORT
VCC5B_F4,TB_TP866,1,B,7074,1662,,
VCC5B_HDMI,C5308,2,T,891,2565,4.7U_6.3V_M_X5R_0402,C0402_23P622_CB
VCC5B_HDMI,C5322,1,T,810,2589,0.1U_25V_K_X5R_0201,C0201_13P780_BB
VCC5B_HDMI,JHDMI1,18,B,628,2504,ALLTOP_C12959-11935-L,ALLTOP_C12959-11935-L_19P
VCC5B_HDMI,R5301,1,T,920,2630,0_0603_LE_SP,R0603_LE_19P685_SHORT
VCC5B_HDMI,R5309,2,B,824,2518,1/20W_2.2K_5%_0201,R0201_11P811
VCC5B_HDMI,R5322,2,B,829,2601,1/20W_2.2K_5%_0201,R0201_11P811
VCC5B_HDMI,TB_TP823,1,B,864,2601,,
VCC5B_HDMI_EN,R5330,2,T,1170,2608,0_0201_SP,R0201_SHORT
